28, 1, 
63, 2, 
105, 3, 
154, 4, 
210, 5, 
273, 6, 
343, 7, 
420, 8, 
504, 9, 
595, 10, 
693, 11, 
798, 12, 
910, 13, 
1029, 14, 
1155, 15, 
1288, 16, 
1428, 17, 
1575, 18, 
1729, 19, 
1890, 20, 
2058, 21, 
2233, 22, 
2415, 23, 
2604, 24, 
2800, 25, 
3003, 26, 
3213, 27, 
3430, 28, 
3654, 29, 
3885, 30, 
4123, 31, 
4368, 32, 
4620, 33, 
4879, 34, 
5145, 35, 
5418, 36, 
5698, 37, 
5985, 38, 
6279, 39, 
6580, 40, 
6888, 41, 
7203, 42, 
7525, 43, 
7854, 44, 
8190, 45, 
8533, 46, 
8883, 47, 
9240, 48, 
9604, 49, 
9975, 50, 
10353, 51, 
10738, 52, 
11130, 53, 
11529, 54, 
11935, 55, 
12348, 56, 
12768, 57, 
13195, 58, 
13629, 59, 
14070, 60, 
14518, 61, 
14973, 62, 
15435, 63, 
15904, 64, 
16380, 65, 
16863, 66, 
17353, 67, 
17850, 68, 
18354, 69, 
18865, 70, 
19383, 71, 
19908, 72, 
20440, 73, 
20979, 74, 
21525, 75, 
22078, 76, 
22638, 77, 
23205, 78, 
23779, 79, 
24360, 80, 
24948, 81, 
25543, 82, 
26145, 83, 
26754, 84, 
27370, 85, 
27993, 86, 
28623, 87, 
29260, 88, 
29904, 89, 
30555, 90, 
31213, 91, 
31878, 92, 
32550, 93, 
33229, 94, 
33915, 95, 
34608, 96, 
35308, 97, 
36015, 98, 
36729, 99, 
37450, 100, 
38178, 101, 
38913, 102, 
39655, 103, 
40404, 104, 
41160, 105, 
41923, 106, 
42693, 107, 
43470, 108, 
44254, 109, 
45045, 110, 
45843, 111, 
46648, 112, 
47460, 113, 
48279, 114, 
49105, 115, 
49938, 116, 
50778, 117, 
51625, 118, 
52479, 119, 
53340, 120, 
54208, 121, 
55083, 122, 
55965, 123, 
56854, 124, 
57750, 125, 
58653, 126, 
59563, 127, 
60480, 128, 
61404, 129, 
62335, 130, 
63273, 131, 
64218, 132, 
65170, 133, 
66129, 134, 
67095, 135, 
68068, 136, 
69048, 137, 
70035, 138, 
71029, 139, 
72030, 140, 
73038, 141, 
74053, 142, 
75075, 143, 
76104, 144, 
77140, 145, 
78183, 146, 
79233, 147, 
80290, 148, 
81354, 149, 
82425, 150, 
83503, 151, 
84588, 152, 
85680, 153, 
86779, 154, 
87885, 155, 
88998, 156, 
90118, 157, 
91245, 158, 
92379, 159, 
93520, 160, 
94668, 161, 
95823, 162, 
96985, 163, 
98154, 164, 
99330, 165, 
100513, 166, 
101703, 167, 
102900, 168, 
104104, 169, 
105315, 170, 
106533, 171, 
107758, 172, 
108990, 173, 
110229, 174, 
111475, 175, 
112728, 176, 
113988, 177, 
115255, 178, 
116529, 179, 
117810, 180, 
119098, 181, 
120393, 182, 
121695, 183, 
123004, 184, 
124320, 185, 
125643, 186, 
126973, 187, 
128310, 188, 
129654, 189, 
131005, 190, 
132363, 191, 
133728, 192, 
135100, 193, 
136479, 194, 
137865, 195, 
139258, 196, 
140658, 197, 
142065, 198, 
143479, 199, 
144900, 200, 
146328, 201, 
147763, 202, 
149205, 203, 
150654, 204, 
152110, 205, 
153573, 206, 
155043, 207, 
156520, 208, 
158004, 209, 
159495, 210, 
160993, 211, 
162498, 212, 
164010, 213, 
165529, 214, 
167055, 215, 
168588, 216, 
170128, 217, 
171675, 218, 
173229, 219, 
174790, 220, 
176358, 221, 
177933, 222, 
179515, 223, 
181104, 224, 
182700, 225, 
184303, 226, 
185913, 227, 
187530, 228, 
189154, 229, 
190785, 230, 
192423, 231, 
194068, 232, 
195720, 233, 
197379, 234, 
199045, 235, 
200718, 236, 
202398, 237, 
204085, 238, 
205779, 239, 
207480, 240, 
209188, 241, 
210903, 242, 
212625, 243, 
214354, 244, 
216090, 245, 
217833, 246, 
219583, 247, 
221340, 248, 
223104, 249, 
224875, 250, 
226653, 251, 
228438, 252, 
230230, 253, 
232029, 254, 
233835, 255, 
